name,type,parent_module,full_path,links_out,links_in,lines
_hobby,function,patterns.py,context_m/bridge/patterns.py,2,0,3
_goal,function,patterns.py,context_m/bridge/patterns.py,2,0,3
_works_on,function,patterns.py,context_m/bridge/patterns.py,2,0,3
_building,function,patterns.py,context_m/bridge/patterns.py,2,0,2
_completed,function,patterns.py,context_m/bridge/patterns.py,2,0,3
_used_work,function,patterns.py,context_m/bridge/patterns.py,2,0,3
_used_live,function,patterns.py,context_m/bridge/patterns.py,2,0,3
_team_uses,function,patterns.py,context_m/bridge/patterns.py,3,0,3
_possessive,function,patterns.py,context_m/bridge/patterns.py,1,0,7
_role_at_org,function,patterns.py,context_m/bridge/patterns.py,4,0,10
_instruction,function,patterns.py,context_m/bridge/patterns.py,2,0,5
_from_now_on,function,patterns.py,context_m/bridge/patterns.py,2,0,2
_you_work,function,patterns.py,context_m/bridge/patterns.py,2,0,2
_you_live,function,patterns.py,context_m/bridge/patterns.py,2,0,2
_profile_name,function,patterns.py,context_m/bridge/patterns.py,2,0,5
_profile_age,function,patterns.py,context_m/bridge/patterns.py,2,0,4
_profile_gender,function,patterns.py,context_m/bridge/patterns.py,2,0,4
_profile_location,function,patterns.py,context_m/bridge/patterns.py,2,0,4
_profile_profession,function,patterns.py,context_m/bridge/patterns.py,2,0,4
_profile_relative,function,patterns.py,context_m/bridge/patterns.py,1,0,4
_profile_kinship_section,function,patterns.py,context_m/bridge/patterns.py,2,0,31
_age,function,patterns.py,context_m/bridge/patterns.py,1,0,2
Candidate,class,patterns.py,context_m/bridge/patterns.py,0,68,12
ExtractionContext,class,patterns.py,context_m/bridge/patterns.py,0,4,14
clean_value,function,patterns.py,context_m/bridge/patterns.py,0,69,6
pattern,function,patterns.py,context_m/bridge/patterns.py,0,60,8
_been_working,function,patterns.py,context_m/bridge/patterns.py,0,0,3
dates.py,module,,context_m/bridge/dates.py,1,3,119
_month_num,function,dates.py,context_m/bridge/dates.py,1,6,2
resolve_relative,function,dates.py,context_m/bridge/dates.py,14,1,49
find_dates,function,dates.py,context_m/bridge/dates.py,7,5,63
first_date,function,dates.py,context_m/bridge/dates.py,1,0,3
_,function,dates.py,context_m/bridge/dates.py,0,0,0
_mk,function,dates.py,context_m/bridge/dates.py,0,13,2
writer.py,module,,context_m/bridge/writer.py,18,2,456
MemoryWriter,class,writer.py,context_m/bridge/writer.py,38,3,433
_,function,writer.py,context_m/bridge/writer.py,0,0,0
_now,function,writer.py,context_m/bridge/writer.py,0,0,2
_normalize_messages,function,writer.py,context_m/bridge/writer.py,0,1,21
reader.py,module,,context_m/bridge/reader.py,16,1,1031
MemoryReader,class,reader.py,context_m/bridge/reader.py,32,3,990
_,function,reader.py,context_m/bridge/reader.py,0,0,0
_content_key,function,reader.py,context_m/bridge/reader.py,0,3,7
QueryPlan,class,reader.py,context_m/bridge/reader.py,0,1,8
RetrievalResult,class,reader.py,context_m/bridge/reader.py,0,3,26
ppr.py,module,,context_m/bridge/ppr.py,0,1,78
ppr_boost,function,ppr.py,context_m/bridge/ppr.py,2,1,26
build_fact_graph,function,ppr.py,context_m/bridge/ppr.py,0,1,22
personalized_pagerank,function,ppr.py,context_m/bridge/ppr.py,0,1,30
decoders.py,module,,context_m/bridge/decoders.py,0,2,152
Decoder,class,decoders.py,context_m/bridge/decoders.py,1,0,11
LLMPromptDecoder,class,decoders.py,context_m/bridge/decoders.py,0,0,31
RDFDecoder,class,decoders.py,context_m/bridge/decoders.py,0,0,38
DatalogDecoder,class,decoders.py,context_m/bridge/decoders.py,0,0,35
JSONDecoder,class,decoders.py,context_m/bridge/decoders.py,0,0,30
get_decoder,function,decoders.py,context_m/bridge/decoders.py,0,3,7
prefilter.py,module,,context_m/bridge/prefilter.py,2,1,127
_content_word_set,function,prefilter.py,context_m/bridge/prefilter.py,1,2,2
prefilter_triples,function,prefilter.py,context_m/bridge/prefilter.py,7,1,97
_,function,prefilter.py,context_m/bridge/prefilter.py,0,0,0
PrefilterStats,class,prefilter.py,context_m/bridge/prefilter.py,0,2,7
_jaccard,function,prefilter.py,context_m/bridge/prefilter.py,0,1,6
_default_fact_text,function,prefilter.py,context_m/bridge/prefilter.py,0,2,15
nsg.py,module,,context_m/index/nsg.py,0,1,332
_NsgNumpyFallback,class,nsg.py,context_m/index/nsg.py,3,1,227
NsgBackend,class,nsg.py,context_m/index/nsg.py,2,1,94
_sim_to_dist,function,nsg.py,context_m/index/nsg.py,0,3,8
nsg_status,function,nsg.py,context_m/index/nsg.py,0,0,3
engine.py,module,,context_m/cognition/engine.py,5,1,139
_,function,engine.py,context_m/cognition/engine.py,7,0,0
CognitionEngine,class,engine.py,context_m/cognition/engine.py,8,1,115
CognitionReport,class,engine.py,context_m/cognition/engine.py,0,1,11
run_cognition_pass,function,engine.py,context_m/cognition/engine.py,0,0,3
_count_by_kind,function,engine.py,context_m/cognition/engine.py,0,1,5
_count_gaps_by_basis,function,engine.py,context_m/cognition/engine.py,0,1,5
analogy.py,module,,context_m/cognition/analogy.py,4,2,104
AnalogyDetector,class,analogy.py,context_m/cognition/analogy.py,5,2,91
_,function,analogy.py,context_m/cognition/analogy.py,0,0,0
Analogy,class,analogy.py,context_m/cognition/analogy.py,0,1,7
AnalogyResult,class,analogy.py,context_m/cognition/analogy.py,0,1,4
_now,function,analogy.py,context_m/cognition/analogy.py,0,0,2
abstraction.py,module,,context_m/cognition/abstraction.py,4,3,136
AbstractionEngine,class,abstraction.py,context_m/cognition/abstraction.py,7,3,119
Abstraction,class,abstraction.py,context_m/cognition/abstraction.py,1,2,7
_,function,abstraction.py,context_m/cognition/abstraction.py,0,0,0
AbstractionResult,class,abstraction.py,context_m/cognition/abstraction.py,0,1,4
_now,function,abstraction.py,context_m/cognition/abstraction.py,0,0,3
_prov_json,function,abstraction.py,context_m/cognition/abstraction.py,0,1,3
gaps.py,module,,context_m/cognition/gaps.py,5,2,293
HypothesisEngine,class,gaps.py,context_m/cognition/gaps.py,7,2,164
GapDetector,class,gaps.py,context_m/cognition/gaps.py,3,2,102
_,function,gaps.py,context_m/cognition/gaps.py,0,0,0
Gap,class,gaps.py,context_m/cognition/gaps.py,0,2,7
Hypothesis,class,gaps.py,context_m/cognition/gaps.py,0,2,9
GapResult,class,gaps.py,context_m/cognition/gaps.py,0,1,4
HypothesisResult,class,gaps.py,context_m/cognition/gaps.py,0,1,4
_now,function,gaps.py,context_m/cognition/gaps.py,0,0,3
scanner.py,module,,context_m/cognition/scanner.py,1,5,165
ScanResult,class,scanner.py,context_m/cognition/scanner.py,1,1,8
PatternScanner,class,scanner.py,context_m/cognition/scanner.py,6,3,151
_,function,scanner.py,context_m/cognition/scanner.py,0,0,0
Pattern,class,scanner.py,context_m/cognition/scanner.py,0,5,6
transport.py,module,,context_m/federation/transport.py,1,1,144
_,function,transport.py,context_m/federation/transport.py,0,0,0
InMemoryMesh,class,transport.py,context_m/federation/transport.py,0,0,44
FileTransport,class,transport.py,context_m/federation/transport.py,0,0,100
fabric.py,module,,context_m/federation/fabric.py,4,2,60
apply_to_store,function,fabric.py,context_m/federation/fabric.py,1,1,35
export_to_crdt,function,fabric.py,context_m/federation/fabric.py,2,3,19
node_from_store,function,fabric.py,context_m/federation/fabric.py,1,2,4
_,function,fabric.py,context_m/federation/fabric.py,1,0,0
_fact_payload,function,fabric.py,context_m/federation/fabric.py,0,1,2
schema_report.py,module,,context_m/federation/schema_report.py,1,1,33
_,function,schema_report.py,context_m/federation/schema_report.py,0,0,0
export_schema_report,function,schema_report.py,context_m/federation/schema_report.py,0,0,18
merge_schema_reports,function,schema_report.py,context_m/federation/schema_report.py,0,0,15
hlc.py,module,,context_m/federation/hlc.py,0,4,62
HLC,class,hlc.py,context_m/federation/hlc.py,2,2,57
_pad,function,hlc.py,context_m/federation/hlc.py,0,1,2
parse_stamp,function,hlc.py,context_m/federation/hlc.py,0,2,3
node.py,module,,context_m/federation/node.py,2,4,114
FederationNode,class,node.py,context_m/federation/node.py,10,1,108
sign_envelope,function,node.py,context_m/federation/node.py,1,3,2
_,function,node.py,context_m/federation/node.py,0,0,0
_canonical_env,function,node.py,context_m/federation/node.py,0,1,2
FederationError,class,node.py,context_m/federation/node.py,1,5,2
crdt.py,module,,context_m/federation/crdt.py,1,3,219
_,function,crdt.py,context_m/federation/crdt.py,1,0,0
stamp_sort_key,function,crdt.py,context_m/federation/crdt.py,1,0,3
FederationState,class,crdt.py,context_m/federation/crdt.py,4,1,189
fact_key,function,crdt.py,context_m/federation/crdt.py,0,1,8
FactVersion,class,crdt.py,context_m/federation/crdt.py,0,3,15
BucketStat,class,crdt.py,context_m/federation/crdt.py,0,1,4
Exception,external,,,0,3,0
Protocol,external,,,0,2,0
RuntimeError,external,,,0,1,0
PermissionError,external,,,0,1,0
str,external,,,0,1,0
Enum,external,,,0,1,0
